Age,Gender,Marital_Status,Governorate,Household_Size,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Working_Children_Count,Total_Spouse_Income,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Eligible,ID,Fraud
37.0,1,1,3,2,1878.89,4,0,0,0,6678.41,5651.03,2,0,285.05,0.0,2163.94,1,1,6,9,1,100.0,163.777,63.78,1.638,1,6.96,0,1,1,16798455,0
45.0,0,1,1,4,1400.42,0,0,0,1,5816.56,2034.49,1,1,430.38,127.54,1958.34,1,0,6,8,0,100.0,66.881,-33.12,0.669,1,25.41,0,1,1,16794095,0
40.0,0,0,3,3,1100.08,2,3,0,0,7880.85,3383.08,2,1,0.0,43.16,1143.24,1,1,4,7,1,100.0,94.498,-5.5,0.945,1,21.12,0,0,0,13419979,0
44.0,1,1,0,3,1048.79,0,0,0,0,51195.42,5736.3,0,0,198.32,0.0,1247.11,1,0,4,7,1,100.0,80.38,-19.62,0.804,0,5.0,0,1,0,15131331,0
21.0,0,2,3,2,1035.46,0,2,2,0,13983.84,921.18,0,0,0.0,0.0,1035.46,1,1,6,5,1,100.0,74.297,-25.7,0.743,0,5.0,0,1,1,17399181,0
30.0,0,1,3,4,867.54,2,0,0,0,9005.81,1589.74,2,1,236.82,151.43,1255.79,1,2,4,12,0,100.0,101.679,1.68,1.017,1,11.33,1,1,1,13642081,0
57.0,1,0,1,3,1540.62,2,0,2,0,5101.12,3724.06,1,0,0.0,0.0,1540.62,1,1,6,7,0,100.0,127.892,27.89,1.279,0,5.0,0,0,0,11248046,0
40.0,0,1,1,5,1211.92,2,1,0,0,10865.03,2268.22,1,0,443.39,0.0,1655.31,1,4,6,7,1,100.0,92.098,-7.9,0.921,1,32.78,0,0,1,15954306,0
44.0,0,2,1,2,524.52,2,2,0,0,36725.05,2760.61,0,0,0.0,0.0,524.52,1,1,4,11,0,100.0,73.427,-26.57,0.734,1,37.39,1,0,1,14778712,0
38.0,1,1,1,5,1569.8,2,2,0,1,38720.07,1089.9,3,1,261.91,60.09,1891.8,1,1,4,8,1,100.0,105.739,5.74,1.057,0,5.0,0,2,1,10555543,0
40.0,1,2,3,4,793.94,2,1,0,0,7586.89,2777.06,0,0,0.0,0.0,793.94,0,0,0,0,2,0.0,0.0,0.0,0.0,1,36.9,0,0,0,19468438,0
32.0,1,2,1,8,980.77,2,1,1,0,10419.47,4857.17,0,0,0.0,0.0,980.77,1,3,4,5,1,100.0,108.251,8.25,1.083,1,36.51,0,1,0,11988556,0
70.0,0,2,2,2,1024.03,4,2,1,0,8906.76,2540.19,0,0,0.0,0.0,1024.03,1,1,6,11,1,100.0,117.206,17.21,1.172,1,5.0,0,1,0,11942635,0
30.0,1,1,3,2,1014.43,2,0,0,0,30573.79,3134.28,2,1,141.59,109.54,1265.56,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.01,0,0,0,18624854,0
35.0,0,1,2,4,676.23,0,0,1,0,10550.79,3152.75,1,0,221.79,0.0,898.02,1,5,4,9,1,100.0,77.258,-22.74,0.773,0,5.0,0,0,1,13699642,0
18.0,1,2,0,7,1806.81,0,2,3,0,13109.63,924.87,0,0,0.0,0.0,1806.81,1,4,4,5,1,100.0,77.804,-22.2,0.778,1,19.98,1,2,1,13466561,0
48.0,0,1,4,5,1173.03,4,0,2,1,9515.85,1445.46,2,1,441.52,154.46,1769.01,1,1,6,7,1,100.0,121.956,21.96,1.22,1,35.53,1,2,1,15171860,0
28.0,0,2,2,5,1038.87,1,0,0,0,4047.89,4130.84,0,0,0.0,0.0,1038.87,1,2,4,7,1,100.0,106.363,6.36,1.064,1,22.35,1,0,0,10611126,0
34.0,0,1,0,2,1281.48,2,0,1,0,9795.31,2250.7,4,1,123.41,65.33,1470.22,1,0,6,8,0,100.0,103.982,3.98,1.04,1,18.78,0,2,1,18464592,0
29.0,0,2,1,3,735.69,2,2,1,0,11406.1,1019.73,0,0,0.0,0.0,735.69,1,3,4,7,0,100.0,105.876,5.88,1.059,1,22.81,0,3,0,12680834,0
33.0,0,1,1,2,1411.17,2,3,1,1,20721.39,2194.11,0,0,330.24,0.0,1741.41,1,1,4,8,1,100.0,103.432,3.43,1.034,1,30.46,1,0,0,15158128,0
32.0,0,2,2,2,1120.97,4,0,0,1,16039.99,436.55,0,0,0.0,0.0,1120.97,1,1,4,4,1,100.0,136.518,36.52,1.365,0,5.0,0,1,0,12306988,0
34.0,1,2,3,3,1605.6,0,0,0,1,14794.6,549.63,0,0,0.0,0.0,1605.6,1,1,4,3,1,100.0,110.184,10.18,1.102,1,28.22,0,1,0,16258740,0
34.0,0,2,1,3,588.56,2,1,0,1,3820.16,4906.35,0,0,0.0,0.0,588.56,0,0,0,0,2,0.0,0.0,0.0,0.0,1,30.07,0,2,0,10045218,0
33.0,1,1,2,2,585.03,2,0,1,0,9128.42,181.28,4,2,107.65,84.64,777.32,0,0,0,0,2,0.0,0.0,0.0,0.0,1,13.99,0,0,0,14808256,0
33.0,0,2,1,6,1147.16,1,0,0,0,7273.1,1000.95,0,0,0.0,0.0,1147.16,1,0,6,5,1,100.0,118.146,18.15,1.181,1,23.38,1,1,0,12025540,0
51.0,0,3,1,1,1042.31,0,1,3,0,7441.62,2444.17,2,0,0.0,0.0,1042.31,1,4,6,9,0,100.0,41.696,-58.3,0.417,0,5.0,0,0,0,12452940,0
46.0,1,2,2,7,988.21,1,2,2,1,41967.28,3208.09,0,0,0.0,0.0,988.21,0,0,0,0,2,0.0,0.0,0.0,0.0,1,28.09,0,0,0,18833121,0
46.0,0,2,2,2,922.02,2,3,1,1,18750.47,2955.52,0,0,0.0,0.0,922.02,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,13582517,0
26.0,1,1,2,3,999.46,2,0,0,1,16483.66,714.38,2,1,143.78,79.05,1222.29,1,0,8,8,1,100.0,104.761,4.76,1.048,1,33.4,1,0,1,12340277,0
50.0,0,1,2,4,1446.32,2,1,0,0,10124.32,2009.97,2,1,274.59,92.04,1812.95,1,4,4,8,0,100.0,43.035,-56.96,0.43,1,42.02,1,0,1,12208948,0
49.0,0,1,3,2,874.3,2,3,0,0,7310.09,1830.5,1,1,312.64,137.07,1324.01,1,3,6,7,1,100.0,137.296,37.3,1.373,1,22.21,1,1,1,12520000,0
28.0,1,2,1,4,1060.25,0,0,2,0,17610.56,11182.95,0,0,0.0,0.0,1060.25,0,0,0,0,2,0.0,0.0,0.0,0.0,1,38.01,0,0,0,19554334,0
53.0,0,1,3,5,1014.79,1,0,1,1,6472.74,1040.61,3,0,407.09,0.0,1421.88,0,0,0,0,2,0.0,0.0,0.0,0.0,1,18.98,0,1,0,17294037,0
27.0,0,2,1,7,1322.73,0,0,1,0,5518.23,2968.49,0,0,0.0,0.0,1322.73,0,0,0,0,2,0.0,0.0,0.0,0.0,1,30.82,1,0,0,16578166,0
18.0,1,1,2,1,705.54,1,3,1,1,28047.44,1417.69,0,0,160.63,0.0,866.17,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,0,0,11542907,0
48.0,1,1,1,7,1574.3,4,3,2,0,8517.24,1086.01,1,0,232.74,0.0,1807.04,1,1,6,4,0,100.0,128.206,28.21,1.282,1,33.16,0,0,1,11498342,0
34.0,1,1,1,5,774.11,0,0,0,1,8092.56,2253.57,2,0,259.27,0.0,1033.38,1,3,4,3,1,100.0,86.447,-13.55,0.864,1,6.3,1,1,1,10682986,0
47.0,0,2,1,2,1272.96,2,1,0,0,10448.19,1205.44,0,0,0.0,0.0,1272.96,1,3,8,5,1,100.0,83.351,-16.65,0.834,1,36.26,0,1,0,14243564,0
26.0,1,2,0,3,783.11,1,0,3,0,34106.06,2845.07,0,0,0.0,0.0,783.11,1,1,6,4,0,100.0,111.278,11.28,1.113,1,39.8,1,1,0,19796147,0
20.0,1,2,1,8,1609.9,2,2,1,1,17301.82,3270.8,0,0,0.0,0.0,1609.9,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,14286369,0
50.0,1,1,4,4,991.08,0,3,3,0,10668.43,1724.82,4,0,337.11,0.0,1328.19,1,0,6,9,1,100.0,97.08,-2.92,0.971,1,18.17,1,0,1,19102551,0
18.0,1,1,0,2,1296.94,4,2,1,0,9963.61,4669.08,1,0,140.03,0.0,1436.97,1,3,4,4,1,100.0,151.187,51.19,1.512,1,24.04,0,0,1,16846086,0
18.0,1,1,2,4,1360.2,0,2,3,1,15252.53,4202.06,2,0,140.5,0.0,1500.7,1,1,6,8,1,100.0,50.312,-49.69,0.503,1,39.22,0,0,1,19078320,0
18.0,1,2,2,1,1034.25,0,3,0,0,14791.0,2597.88,0,0,0.0,0.0,1034.25,1,3,4,4,1,100.0,28.634,-71.37,0.286,1,18.5,0,2,1,18190084,0
18.0,1,1,1,1,1335.28,2,2,0,0,12846.29,1053.74,2,0,271.09,0.0,1606.37,1,2,4,2,0,100.0,67.708,-32.29,0.677,0,5.0,0,1,1,19029340,0
23.0,1,2,3,3,1324.2,2,0,1,0,5326.77,2469.61,0,0,0.0,0.0,1324.2,0,0,0,0,2,0.0,0.0,0.0,0.0,1,31.96,0,1,0,10488514,0
18.0,0,2,1,1,1413.31,1,3,1,1,36930.81,839.58,0,0,0.0,0.0,1413.31,1,1,4,7,1,100.0,23.953,-76.05,0.24,1,5.0,2,2,1,12863142,0
35.0,1,2,1,4,951.63,1,0,1,0,8256.14,2484.99,0,0,0.0,0.0,951.63,1,0,4,10,1,100.0,120.777,20.78,1.208,1,25.13,0,1,0,14661967,0
18.0,1,2,2,5,828.52,2,0,3,0,11168.64,1064.76,0,0,0.0,0.0,828.52,1,6,6,10,1,100.0,99.137,-0.86,0.991,0,5.0,0,1,0,12383286,0
22.0,1,2,1,2,783.98,1,2,1,0,9895.31,1109.84,0,0,0.0,0.0,783.98,0,0,0,0,2,0.0,0.0,0.0,0.0,1,34.0,0,0,0,16752652,0
63.0,0,2,1,2,707.71,0,1,2,0,25089.44,7093.93,0,0,0.0,0.0,707.71,1,4,8,3,1,100.0,80.489,-19.51,0.805,0,5.0,0,1,0,12416267,0
39.0,0,2,2,3,1218.04,1,0,3,0,21444.88,3646.65,0,0,0.0,0.0,1218.04,1,2,6,5,0,100.0,86.567,-13.43,0.866,1,15.99,1,1,0,18490223,0
36.0,1,1,1,2,1052.65,2,0,3,0,6549.12,3282.56,2,1,271.48,188.71,1512.84,1,1,6,9,0,100.0,136.691,36.69,1.367,1,29.38,0,1,1,10302393,0
18.0,1,2,0,4,889.67,0,0,0,0,9405.61,2930.0,0,0,0.0,0.0,889.67,1,0,4,4,1,100.0,46.726,-53.27,0.467,1,25.36,0,3,0,12074620,0
32.0,1,1,2,5,712.81,2,2,0,0,9298.42,1738.16,3,0,104.3,0.0,817.11,0,0,0,0,2,0.0,0.0,0.0,0.0,1,18.71,1,0,0,14859495,0
36.0,0,2,1,3,1139.2,1,0,0,0,17014.31,1207.06,0,0,0.0,0.0,1139.2,1,2,4,9,0,100.0,8.808,-91.19,0.088,0,5.0,0,1,0,15069716,0
18.0,1,2,3,3,1405.16,0,2,1,0,19199.46,2531.79,0,0,0.0,0.0,1405.16,1,1,8,5,0,100.0,107.486,7.49,1.075,0,5.0,3,3,1,11460773,0
37.0,1,2,1,5,1214.97,0,3,1,0,8869.84,366.06,0,0,0.0,0.0,1214.97,1,5,4,5,0,100.0,71.054,-28.95,0.711,0,5.0,0,0,0,13983512,0
49.0,1,1,2,6,1518.87,2,2,0,0,29790.37,6281.65,2,0,202.7,0.0,1721.57,1,1,8,11,1,100.0,120.411,20.41,1.204,1,30.15,1,2,1,18241785,0
31.0,0,2,3,7,1144.75,1,0,0,1,14456.66,5482.67,0,0,0.0,0.0,1144.75,0,0,0,0,2,0.0,0.0,0.0,0.0,1,33.85,0,0,0,10748440,0
33.0,1,1,1,3,921.79,1,0,1,0,13905.92,2615.82,1,0,519.59,0.0,1441.38,1,3,4,2,1,100.0,115.989,15.99,1.16,1,16.48,0,2,1,12759876,0
18.0,1,1,1,8,1427.23,1,3,1,0,6633.45,2025.55,7,1,494.3,287.04,2208.57,1,1,8,7,1,100.0,126.131,26.13,1.261,1,11.88,0,1,1,14426828,1
18.0,1,1,2,2,1214.2,3,0,2,0,20966.73,940.96,0,0,363.14,0.0,1577.34,1,1,4,3,1,100.0,124.578,24.58,1.246,0,5.0,0,0,0,16344603,0
48.0,0,2,1,3,1437.22,2,0,2,0,26563.59,4623.89,0,0,0.0,0.0,1437.22,1,1,6,4,1,100.0,118.428,18.43,1.184,1,33.99,1,2,0,15507745,0
27.0,1,1,1,4,1066.74,2,0,1,1,8451.51,1055.96,3,0,256.86,0.0,1323.6,1,1,4,8,0,100.0,113.168,13.17,1.132,1,28.18,1,1,1,14544351,0
24.0,1,2,2,2,1175.55,1,2,0,0,31478.36,1354.28,0,0,0.0,0.0,1175.55,1,0,4,8,1,100.0,100.591,0.59,1.006,0,5.0,0,6,1,15958648,0
27.0,0,1,3,4,1202.24,0,3,0,0,7581.44,2464.28,2,1,312.5,125.54,1640.28,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,0,0,11898028,0
34.0,0,2,1,4,939.44,4,0,1,0,13444.02,7421.64,0,0,0.0,0.0,939.44,1,1,4,6,1,100.0,122.09,22.09,1.221,1,29.58,1,1,0,16384219,0
21.0,0,1,3,5,1250.21,1,0,0,0,14489.44,1190.67,1,1,273.91,153.32,1677.44,1,2,6,5,1,100.0,76.299,-23.7,0.763,1,34.98,0,1,1,13718852,0
37.0,1,2,3,4,765.32,4,0,0,0,11313.43,2244.37,0,0,0.0,0.0,765.32,1,1,4,5,1,100.0,97.36,-2.64,0.974,0,5.0,1,3,0,12578075,0
19.0,1,2,4,3,1385.65,4,2,0,0,17589.09,3181.31,0,0,0.0,0.0,1385.65,1,2,6,5,1,100.0,68.984,-31.02,0.69,0,5.0,0,0,1,18989524,0
44.0,0,1,1,5,989.12,0,1,2,0,6420.05,10387.93,1,0,159.54,0.0,1148.66,1,1,6,8,1,100.0,102.878,2.88,1.029,1,12.79,1,1,1,11089880,0
22.0,0,2,1,5,961.56,0,0,1,0,14009.85,1213.34,0,0,0.0,0.0,961.56,1,4,4,8,0,100.0,52.523,-47.48,0.525,1,23.92,0,0,0,17863560,0
51.0,0,2,1,5,988.94,2,0,1,1,6372.29,10733.89,0,0,0.0,0.0,988.94,1,2,6,8,0,100.0,99.422,-0.58,0.994,1,37.26,0,3,0,16322036,0
35.0,1,2,2,2,1396.46,0,0,0,1,6885.85,1149.5,0,0,0.0,0.0,1396.46,1,2,4,5,1,100.0,147.519,47.52,1.475,1,23.37,1,1,0,16728748,0
25.0,0,2,0,5,876.47,4,0,0,0,12023.56,1002.85,0,0,0.0,0.0,876.47,1,1,8,10,1,100.0,134.736,34.74,1.347,1,29.73,0,1,0,16920376,0
46.0,1,1,0,3,837.93,3,0,0,0,10559.53,2502.16,4,1,234.19,79.91,1152.03,1,3,8,8,1,100.0,95.869,-4.13,0.959,0,5.0,1,2,1,18221707,0
19.0,0,2,0,4,1089.51,4,3,1,0,7566.4,1802.67,0,0,0.0,0.0,1089.51,1,1,4,9,1,100.0,90.699,-9.3,0.907,1,10.04,1,1,1,11930040,0
28.0,0,1,3,6,1622.29,4,0,1,1,40458.81,1841.01,2,0,543.94,0.0,2166.23,0,0,0,0,2,0.0,0.0,0.0,0.0,0,5.0,0,1,0,11762411,1
35.0,1,2,1,4,2069.4,2,0,1,0,6914.93,4019.95,0,0,0.0,0.0,2069.4,1,3,6,10,0,100.0,81.884,-18.12,0.819,1,17.58,0,0,0,16826028,0
