Age,Gender,Marital_Status,Household_Size,Governorate,Salary,Degree_Level,Employment_Status,Primary_Income_Source,Has_Other_Social_Benefits,Assets_Value,Liabilities_Value,Number_of_Children,Total_Spouse_Income,Working_Children_Count,Total_Children_Income,Total_Household_Income,Vehicle_Ownership,Vehicle_Count,Cylinder_Count,Vehicle_Age_Years,Fuel_Type,Expected_Fuel_Consumption_L,Average_Fuel_Consumption_L,Fuel_Deviation_L,Fuel_Deviation_Ratio,Previous_Subsidy_Received,Previous_Subsidy_Amount,Late_or_Missed_Renewals,Applications_Last_12_Months,Fraud,Eligible,ID
37.0,1,1,6,2,246.55,1,0,0,0,39751.14,2209.65,3,604.39,0,0.0,850.94,0,0,0,0,2,9.5,9.95,0.45,1.047,1,21.36,0,2,0,0,11060691
45.0,0,1,5,3,1296.76,2,0,1,0,16611.63,2584.74,1,603.46,0,0.0,1900.22,1,1,4,6,1,121.2,141.51,20.31,1.168,0,5.0,0,1,0,1,19731335
40.0,0,0,6,4,1156.25,2,2,1,0,10130.72,1396.21,2,0.0,1,24.91,1181.16,0,0,0,0,2,9.5,9.21,-0.29,0.969,1,10.55,0,0,0,0,12652173
44.0,1,1,3,1,1406.59,2,3,1,1,7338.98,2008.34,1,249.92,0,0.0,1656.51,1,2,4,8,1,123.6,129.85,6.25,1.051,1,18.84,0,3,0,1,12302594
21.0,0,2,3,0,969.14,4,0,0,1,11484.67,5126.37,0,0.0,0,0.0,969.14,0,0,0,0,2,9.5,8.12,-1.38,0.855,1,23.36,0,1,0,0,15896555
30.0,0,1,5,3,1210.18,0,0,0,1,15548.39,2809.82,2,223.12,0,0.0,1433.3,1,1,6,8,0,185.4,205.34,19.94,1.108,0,5.0,2,0,0,1,18031993
57.0,1,0,2,0,859.72,2,1,0,1,16839.31,811.24,5,0.0,0,0.0,859.72,0,0,0,0,2,9.5,11.12,1.62,1.171,0,5.0,0,0,0,0,11920362
40.0,0,1,2,2,1286.63,2,0,1,0,11110.74,7857.49,4,364.54,0,0.0,1651.17,0,0,0,0,2,9.5,12.01,2.51,1.264,0,5.0,0,1,0,0,17396058
44.0,0,2,4,1,1331.69,1,0,0,0,22828.43,1921.2,0,0.0,0,0.0,1331.69,1,1,6,5,1,180.0,168.44,-11.56,0.936,0,5.0,1,1,0,0,13404598
38.0,1,1,1,1,301.39,0,1,3,0,6174.44,1517.15,0,134.15,0,0.0,435.54,1,2,4,9,1,124.8,123.39,-1.41,0.989,1,17.64,0,0,0,1,15602315
40.0,1,2,2,1,1198.92,1,2,2,1,7285.4,1543.56,0,0.0,0,0.0,1198.92,0,0,0,0,2,9.5,11.57,2.07,1.218,1,18.27,0,0,0,0,11098245
32.0,1,2,5,2,807.28,2,3,1,1,14349.84,1417.84,0,0.0,0,0.0,807.28,1,1,6,6,0,181.8,228.71,46.91,1.258,0,5.0,0,2,0,0,15276065
70.0,0,2,9,0,1037.37,2,0,0,1,4677.3,1712.75,0,0.0,0,0.0,1037.37,0,0,0,0,2,9.5,10.21,0.71,1.075,1,30.56,0,0,0,0,14594704
30.0,1,1,3,1,1025.71,2,1,0,0,5250.33,4434.39,4,275.04,0,0.0,1300.75,1,1,6,7,0,183.6,206.72,23.12,1.126,1,32.65,0,3,0,1,12397552
35.0,0,1,7,3,1161.81,2,3,0,0,20372.43,2532.37,3,288.3,0,0.0,1450.11,1,1,6,10,0,189.0,201.31,12.31,1.065,0,5.0,4,0,0,1,19534554
18.0,1,2,8,4,1238.0,0,2,2,0,13865.25,3268.34,0,0.0,0,0.0,1238.0,1,1,4,6,1,121.2,124.49,3.29,1.027,0,5.0,0,3,0,1,12211590
48.0,0,1,3,4,1019.24,1,0,1,1,9308.04,2842.46,4,255.76,0,0.0,1275.0,1,1,4,16,0,133.2,130.87,-2.33,0.983,1,35.57,1,2,0,1,18903826
28.0,0,2,2,1,919.36,0,0,1,0,8228.44,8456.2,0,0.0,0,0.0,919.36,0,0,0,0,2,9.5,5.49,-4.01,0.578,0,5.0,0,1,0,0,18499331
34.0,0,1,4,0,904.97,1,3,1,1,6753.65,991.6,2,102.56,0,0.0,1007.53,0,0,0,0,2,9.5,13.97,4.47,1.471,0,5.0,0,3,0,0,15221800
29.0,0,2,3,1,665.54,4,3,2,0,6221.91,2609.07,0,0.0,0,0.0,665.54,0,0,0,0,2,9.5,12.61,3.11,1.327,1,35.47,0,1,0,0,16195776
33.0,0,1,5,0,536.97,0,0,0,1,4476.91,4181.23,1,123.67,0,0.0,660.64,0,0,0,0,2,9.5,9.58,0.08,1.008,1,18.44,0,1,0,0,13979363
32.0,0,2,3,3,1475.51,2,1,0,0,7836.21,2232.13,0,0.0,0,0.0,1475.51,0,0,0,0,2,9.5,10.98,1.48,1.156,0,5.0,0,2,0,0,15620572
34.0,1,2,3,0,671.14,1,0,3,0,25440.94,1137.26,0,0.0,0,0.0,671.14,0,0,0,0,2,9.5,9.54,0.04,1.004,0,5.0,0,0,0,0,19439451
34.0,0,2,4,0,1578.47,2,0,1,1,13015.91,1351.3,0,0.0,0,0.0,1578.47,0,0,0,0,2,9.5,7.68,-1.82,0.808,1,29.18,2,2,0,0,15023881
33.0,1,1,4,3,769.04,0,3,3,0,7417.73,1163.88,0,261.01,0,0.0,1030.05,1,2,4,16,0,133.2,164.36,31.16,1.234,1,18.02,0,1,0,0,16576885
33.0,0,2,4,0,1302.17,4,0,1,0,8643.06,2804.19,0,0.0,0,0.0,1302.17,1,1,4,4,1,118.8,139.98,21.18,1.178,1,25.49,1,0,0,0,12293348
51.0,0,3,7,2,1454.36,0,0,3,1,14108.42,683.66,2,0.0,0,0.0,1454.36,0,0,0,0,2,9.5,8.0,-1.5,0.842,1,25.96,1,2,0,0,10963829
46.0,1,2,2,2,977.93,0,0,0,0,11603.49,4603.93,0,0.0,0,0.0,977.93,1,1,6,4,1,178.2,173.58,-4.62,0.974,0,5.0,0,1,0,0,15174539
46.0,0,2,8,1,1074.76,2,3,0,0,12406.02,3477.67,0,0.0,0,0.0,1074.76,1,2,6,8,1,185.4,170.36,-15.04,0.919,1,22.79,0,0,0,0,11211812
26.0,1,1,2,0,1161.29,2,0,1,0,2504.97,715.54,1,144.71,0,0.0,1306.0,0,0,0,0,2,9.5,8.75,-0.75,0.921,1,36.66,0,0,0,0,11156110
50.0,0,1,3,4,1150.2,1,0,1,1,24007.29,677.88,4,328.72,2,113.0,1591.92,1,3,6,13,1,194.4,267.63,73.23,1.377,1,21.42,0,2,0,1,19115796
49.0,0,1,5,1,874.2,1,0,1,0,13542.12,11451.55,1,163.75,0,0.0,1037.95,1,2,4,1,0,115.2,128.84,13.64,1.118,1,7.07,0,2,0,1,17250144
28.0,1,2,2,1,626.69,2,1,3,0,12577.27,2608.41,0,0.0,0,0.0,626.69,1,2,4,8,1,123.6,148.47,24.87,1.201,1,22.26,0,2,0,0,12627489
53.0,0,1,1,3,1177.0,1,0,1,0,24817.99,2780.51,2,498.84,0,0.0,1675.84,1,2,4,9,1,124.8,97.37,-27.43,0.78,1,16.31,0,1,0,1,17093481
27.0,0,2,5,3,1218.79,0,1,2,0,5760.56,10479.7,0,0.0,0,0.0,1218.79,0,0,0,0,2,9.5,8.58,-0.92,0.903,1,30.14,0,1,0,0,16609426
18.0,1,1,2,0,895.45,1,0,3,0,7003.02,864.98,2,457.7,0,0.0,1353.15,1,2,4,6,0,121.2,133.17,11.97,1.099,1,25.03,0,1,0,1,17574450
48.0,1,1,9,4,1460.25,2,0,3,0,27430.21,946.04,2,285.99,0,0.0,1746.24,0,0,0,0,2,9.5,8.37,-1.13,0.881,0,5.0,0,2,0,0,11525699
34.0,1,1,5,3,933.36,0,0,0,0,9051.91,1541.48,1,345.87,0,0.0,1279.23,0,0,0,0,2,9.5,8.57,-0.93,0.902,1,27.03,3,1,0,0,15951721
47.0,0,2,5,3,1330.3,2,2,0,0,8120.87,1566.09,0,0.0,0,0.0,1330.3,0,0,0,0,2,9.5,10.32,0.82,1.086,1,44.43,0,0,0,0,18538101
26.0,1,2,5,2,1322.46,1,0,0,0,7407.18,2978.0,0,0.0,0,0.0,1322.46,0,0,0,0,2,9.5,10.48,0.98,1.103,1,19.04,0,0,0,0,13235939
20.0,1,2,1,1,604.86,0,3,1,0,6759.48,3758.67,0,0.0,0,0.0,604.86,1,1,4,11,1,127.2,140.66,13.46,1.106,1,24.98,0,1,0,1,16020654
50.0,1,1,5,2,1345.21,0,3,1,0,13509.0,10788.88,1,301.8,1,50.55,1697.56,1,1,6,8,0,185.4,178.32,-7.08,0.962,1,25.57,0,0,0,1,15473939
18.0,1,1,3,1,384.4,2,3,0,0,24826.9,3549.69,2,246.25,0,0.0,630.65,1,1,4,7,0,122.4,172.38,49.98,1.408,0,5.0,0,3,0,1,10394670
18.0,1,1,3,0,1176.61,1,2,0,1,9099.08,2273.15,2,294.35,0,0.0,1470.96,0,0,0,0,2,9.5,10.12,0.62,1.065,0,5.0,0,0,0,0,18912956
18.0,1,2,5,3,865.6,1,3,1,0,14642.37,1211.61,0,0.0,0,0.0,865.6,1,1,4,4,0,118.8,132.71,13.91,1.117,1,29.16,0,0,0,1,16228339
18.0,1,1,5,3,1133.28,1,3,1,0,14232.49,10688.45,5,150.65,0,0.0,1283.93,1,1,6,9,0,187.2,232.26,45.06,1.241,0,5.0,1,1,0,1,10555548
23.0,1,2,5,1,1457.17,3,2,2,0,12403.26,3331.07,0,0.0,0,0.0,1457.17,0,0,0,0,2,9.5,10.6,1.1,1.116,1,5.02,0,0,0,0,13750600
18.0,0,2,4,2,1268.49,2,2,2,0,19592.03,656.3,0,0.0,0,0.0,1268.49,1,1,6,11,1,190.8,405.775,214.97,2.127,1,16.69,2,6,1,1,13946749
35.0,1,2,3,3,1271.36,2,0,1,1,21633.99,1762.13,0,0.0,0,0.0,1271.36,0,0,0,0,2,9.5,10.59,1.09,1.115,1,21.9,0,1,0,0,18553269
18.0,1,2,4,1,1395.05,1,2,0,0,26276.18,3872.22,0,0.0,0,0.0,1395.05,0,0,0,0,2,9.5,12.11,2.61,1.275,1,19.07,0,1,0,0,13121496
22.0,1,2,5,3,955.93,0,2,0,0,20130.7,1232.83,0,0.0,0,0.0,955.93,0,0,0,0,2,9.5,9.28,-0.22,0.977,1,27.34,1,0,0,0,18411840
63.0,0,2,3,2,1261.4,4,0,1,0,35429.76,6785.87,0,0.0,0,0.0,1261.4,1,1,4,13,1,129.6,104.83,-24.77,0.809,0,5.0,0,0,0,0,17355465
39.0,0,2,3,0,1140.54,1,0,0,0,5048.77,1553.37,0,0.0,0,0.0,1140.54,0,0,0,0,2,9.5,9.66,0.16,1.017,1,21.16,0,2,0,0,16989063
36.0,1,1,4,0,956.9,4,0,0,0,10418.31,1263.87,1,352.56,0,0.0,1309.46,0,0,0,0,2,9.5,12.65,3.15,1.332,1,33.18,0,2,0,0,15443791
18.0,1,2,1,2,1196.68,4,3,0,0,8007.24,2529.29,0,0.0,0,0.0,1196.68,0,0,0,0,2,9.5,10.13,0.63,1.066,1,18.17,0,0,0,0,12275798
32.0,1,1,3,4,871.92,0,1,2,0,7300.77,845.71,0,248.28,0,0.0,1120.2,0,0,0,0,2,9.5,8.06,-1.44,0.848,0,5.0,0,0,0,0,12034984
36.0,0,2,1,1,1276.47,0,3,1,0,15357.89,4232.76,0,0.0,0,0.0,1276.47,1,2,4,5,1,120.0,82.64,-37.36,0.689,1,16.73,0,1,0,0,12249352
18.0,1,2,5,1,694.03,2,3,1,1,12309.1,2419.07,0,0.0,0,0.0,694.03,0,0,0,0,2,9.5,11.01,1.51,1.159,1,12.23,1,2,0,0,11796235
37.0,1,2,3,2,1510.27,0,0,0,1,58196.97,3487.01,0,0.0,0,0.0,1510.27,1,1,4,7,1,122.4,137.67,15.27,1.125,0,5.0,0,1,0,0,13181402
49.0,1,1,6,4,991.2,4,0,0,0,6259.47,2654.23,1,174.97,1,56.2,1222.37,1,1,4,8,1,123.6,132.81,9.21,1.075,1,34.84,0,2,0,1,17480765
31.0,0,2,3,0,1236.29,3,0,0,0,3483.28,2195.13,0,0.0,0,0.0,1236.29,0,0,0,0,2,9.5,9.53,0.03,1.003,0,5.0,1,0,0,0,14347241
33.0,1,1,3,3,968.58,4,0,1,0,27789.24,5777.89,1,300.75,0,0.0,1269.33,1,1,4,7,1,122.4,146.21,23.81,1.195,0,5.0,0,1,0,1,10364601
18.0,1,1,4,1,871.21,4,2,1,1,19866.88,1642.76,0,263.55,0,0.0,1134.76,0,0,0,0,2,9.5,9.59,0.09,1.009,1,38.74,0,0,0,0,15428845
18.0,1,1,3,1,1071.71,2,2,1,0,9369.67,3761.74,3,237.73,0,0.0,1309.44,1,1,4,4,1,118.8,150.62,31.82,1.268,1,33.05,0,4,0,1,16638916
48.0,0,2,3,2,1566.27,2,0,0,0,8722.57,2641.81,0,0.0,0,0.0,1566.27,0,0,0,0,2,9.5,11.55,2.05,1.216,0,5.0,0,0,0,0,17189166
27.0,1,1,4,0,1109.09,1,0,2,1,7514.49,2390.25,1,318.77,0,0.0,1427.86,0,0,0,0,2,9.5,11.17,1.67,1.176,0,5.0,0,2,0,0,12032003
24.0,1,2,5,2,848.77,2,2,2,1,19188.91,1806.39,0,0.0,0,0.0,848.77,1,1,4,10,0,126.0,132.41,6.41,1.051,1,28.36,0,0,0,1,17221536
27.0,0,1,3,1,568.06,4,0,0,0,49398.99,1019.0,1,346.11,0,0.0,914.17,1,1,4,14,1,130.8,148.93,18.13,1.139,1,16.03,0,0,0,1,18419316
34.0,0,2,2,0,1119.11,0,0,0,0,11770.08,2613.32,0,0.0,0,0.0,1119.11,0,0,0,0,2,9.5,9.31,-0.19,0.98,1,35.79,0,2,0,0,18896628
21.0,0,1,5,2,1134.81,2,2,0,0,5201.2,921.03,4,539.71,0,0.0,1674.52,0,0,0,0,2,9.5,10.07,0.57,1.06,1,18.74,1,0,0,0,19126967
37.0,1,2,8,4,849.11,0,0,1,1,7842.71,580.65,0,0.0,0,0.0,849.11,0,0,0,0,2,9.5,9.63,0.13,1.014,0,5.0,0,3,0,0,12395650
19.0,1,2,4,0,1273.37,1,2,1,1,5544.44,2620.33,0,0.0,0,0.0,1273.37,1,1,6,11,1,190.8,216.78,25.98,1.136,1,29.08,0,1,0,1,10504935
44.0,0,1,2,0,1160.33,0,0,1,0,9587.93,716.6,0,480.5,0,0.0,1640.83,0,0,0,0,2,9.5,10.96,1.46,1.154,0,5.0,0,0,0,0,13576520
22.0,0,2,2,1,1120.65,1,2,2,1,5700.59,5753.23,0,0.0,0,0.0,1120.65,0,0,0,0,2,9.5,11.13,1.63,1.172,1,24.45,0,1,0,0,12947233
51.0,0,2,4,0,1195.77,1,1,0,1,13757.74,1308.24,0,0.0,0,0.0,1195.77,0,0,0,0,2,9.5,11.3,1.8,1.189,0,5.0,1,0,0,0,15186635
35.0,1,2,6,0,737.84,2,1,1,1,24442.22,2201.35,0,0.0,0,0.0,737.84,0,0,0,0,2,9.5,11.95,2.45,1.258,0,5.0,0,0,0,0,15652885
25.0,0,2,5,1,1171.61,2,0,2,0,9256.12,1333.37,0,0.0,0,0.0,1171.61,0,0,0,0,2,9.5,10.94,1.44,1.152,1,32.09,1,1,0,0,15783399
46.0,1,1,6,1,1090.55,2,2,1,1,7775.05,2309.01,3,610.36,0,0.0,1700.91,1,2,4,6,1,121.2,114.02,-7.18,0.941,0,5.0,1,1,0,1,10266219
19.0,0,2,4,0,1434.3,2,2,0,0,17333.01,3475.57,0,0.0,0,0.0,1434.3,0,0,0,0,2,9.5,11.38,1.88,1.198,0,5.0,0,1,0,0,16643083
28.0,0,1,6,3,925.69,2,0,2,0,6909.61,4029.91,0,229.05,0,0.0,1154.74,1,3,8,11,1,265.0,273.47,8.47,1.032,1,21.18,1,2,0,0,11191454
35.0,1,2,7,1,1295.93,2,0,1,0,6102.13,1412.49,0,0.0,0,0.0,1295.93,1,1,6,13,0,194.4,207.63,13.23,1.068,1,25.68,0,0,0,0,14908519
